Wins,NetRtg,DRtg,ORtgSOS Rank,Losses,Conf,Team_Name,Winner
25,16.69,102.7,74,10,6,17,0.0
27,16.44,98.3,71,9,3,73,0.16666666666666666
26,16.27,94.9,50,10,8,84,0.0
27,15.95,89.0,86,9,7,20,0.16666666666666666
22,15.93,98.9,15,14,5,38,0.3333333333333333
28,15.68,95.7,37,7,2,74,0.16666666666666666
21,15.09,94.5,30,12,3,202,0.0
24,15.0,104.7,108,8,8,109,0.0
18,14.92,96.8,41,14,1,126,0.0
22,14.65,98.2,49,14,4,68,0.3333333333333333
27,14.24,95.0,107,9,8,29,0.16666666666666666
23,14.15,94.0,114,11,9,147,0.16666666666666666
21,13.96,97.0,17,13,2,2,0.0
26,13.88,101.3,32,10,4,44,0.16666666666666666
21,13.88,100.6,68,13,3,152,0.0
25,13.85,98.1,116,9,7,37,0.0
20,13.83,106.0,52,14,2,76,0.0
22,13.76,95.1,83,11,3,101,0.0
21,13.7,97.0,20,12,0,155,0.0
29,13.64,100.3,260,5,13,169,0.0
23,11.87,99.4,90,10,19,145,0.0
28,11.13,96.3,153,6,20,203,0.0
25,10.32,101.3,249,10,12,119,0.16666666666666666
22,9.23,95.6,146,8,15,204,0.0
21,7.09,99.2,123,13,25,154,0.0
28,6.72,98.5,158,7,14,144,0.0
23,6.63,100.8,310,11,10,115,0.0
25,5.67,99.1,210,10,7,112,0.0
23,5.12,103.1,132,12,16,156,0.0
24,3.29,103.9,325,9,17,205,0.0
26,3.25,109.6,148,9,28,137,0.0
20,3.06,101.9,163,16,21,53,0.16666666666666666
24,2.38,104.3,261,10,24,206,0.0
22,2.27,107.9,250,11,18,151,0.0
23,2.26,106.2,312,12,27,207,0.0
23,1.41,102.4,221,10,22,162,0.0
19,0.31,101.6,275,14,26,208,0.0
20,-1.39,104.5,233,15,31,209,0.0
20,-2.14,115.1,215,13,23,210,0.0
22,-3.84,107.9,333,13,29,98,0.0
17,-7.4,104.0,337,18,30,200,0.0
31,30.41,88.5,100,6,9,146,0.3333333333333333
33,30.11,86.4,20,5,4,5,0.5
36,28.57,88.0,32,3,3,24,0.6666666666666666
30,26.46,88.3,31,7,5,47,0.3333333333333333
30,25.89,96.1,13,8,2,16,0.6666666666666666
35,25.36,92.4,119,1,11,131,0.16666666666666666
25,24.6,94.7,1,10,1,25,0.16666666666666666
26,24.25,100.4,34,9,5,6,0.0
29,23.92,94.7,15,9,2,15,0.5
24,23.69,94.2,46,13,3,4,0.3333333333333333
29,23.68,92.6,18,5,0,99,0.16666666666666666
28,23.44,100.5,12,9,2,103,0.5
29,22.55,95.8,7,11,3,21,0.8333333333333334
28,22.53,96.1,39,9,4,68,0.3333333333333333
32,22.13,91.5,24,8,9,0,1.0
26,21.89,95.0,69,10,5,83,0.16666666666666666
27,21.72,102.5,58,8,0,10,0.16666666666666666
28,21.62,93.0,33,6,5,128,0.16666666666666666
25,21.3,88.0,36,10,2,106,0.0
28,21.07,97.8,2,8,1,7,0.3333333333333333
21,20.98,95.0,19,13,1,126,0.0
20,20.44,99.8,55,13,2,79,0.0
31,20.38,90.0,68,5,7,20,0.3333333333333333
29,20.14,93.8,42,7,6,11,0.16666666666666666
26,19.8,89.4,88,9,8,84,0.0
26,19.39,99.5,3,12,1,14,0.3333333333333333
27,19.24,90.4,93,7,9,147,0.0
24,19.02,99.9,37,10,4,44,0.16666666666666666
24,18.44,94.2,9,10,5,8,0.16666666666666666
23,17.9,100.0,16,10,1,105,0.0
27,17.58,95.3,170,5,15,204,0.16666666666666666
27,17.15,96.3,78,7,7,26,0.0
23,16.06,96.4,17,13,4,211,0.3333333333333333
27,15.72,90.0,96,7,8,157,0.16666666666666666
24,15.22,97.1,63,10,9,71,0.16666666666666666
21,14.82,96.4,53,12,4,81,0.0
24,14.52,97.3,4,11,1,23,0.16666666666666666
26,14.25,99.6,79,11,8,29,0.5
20,14.1,93.7,8,13,1,72,0.0
24,13.82,97.0,95,9,8,212,0.0
23,13.81,100.8,35,12,0,78,0.0
23,13.77,100.7,26,12,6,17,0.0
24,13.46,96.5,71,9,8,213,0.0
21,13.11,99.8,38,13,0,69,0.0
24,12.93,99.4,85,10,8,188,0.0
19,12.64,96.1,61,13,2,27,0.0
26,11.76,103.7,105,7,22,162,0.16666666666666666
22,11.6,102.4,60,14,5,38,0.0
23,11.2,96.5,27,12,4,22,0.0
32,10.83,101.5,298,3,13,169,0.16666666666666666
26,10.54,102.4,258,10,10,115,0.0
25,10.21,97.0,128,8,26,208,0.0
21,8.93,97.2,154,13,21,191,0.0
27,8.34,102.4,216,9,27,214,0.16666666666666666
28,7.98,100.7,349,6,30,164,0.0
25,5.83,106.2,146,10,16,117,0.0
23,5.19,105.0,150,12,12,215,0.0
20,4.57,98.9,218,13,23,216,0.0
24,3.96,108.4,189,10,18,217,0.0
23,3.36,103.0,202,10,19,218,0.0
21,0.08,104.6,173,14,20,219,0.0
19,-0.62,107.0,238,12,28,197,0.0
14,-0.82,104.4,89,20,25,220,0.0
19,-1.04,103.9,311,15,17,205,0.0
20,-1.94,102.6,224,13,14,144,0.0
16,-3.96,111.7,272,17,31,143,0.0
21,-4.98,103.2,297,13,24,206,0.0
19,-7.49,114.1,350,15,29,98,0.0
35,32.92,84.8,11,5,0,146,1.0
29,31.18,86.0,63,8,3,24,0.5
29,29.31,91.5,23,7,2,76,0.3333333333333333
31,27.86,94.0,5,8,2,103,0.8333333333333334
32,27.81,92.7,75,3,6,11,0.16666666666666666
30,26.98,92.1,4,6,5,6,0.5
29,25.42,89.7,12,8,2,106,0.5
31,25.23,87.5,19,6,1,25,0.3333333333333333
30,24.83,88.3,20,10,0,128,0.6666666666666666
27,24.17,88.5,2,9,2,15,0.3333333333333333
24,24.08,91.5,89,9,0,83,0.0
23,22.57,85.7,1,12,2,16,0.0
29,22.37,91.3,9,7,5,75,0.3333333333333333
27,21.88,93.5,29,8,4,5,0.3333333333333333
28,21.75,96.5,74,8,11,10,0.16666666666666666
25,21.24,86.4,34,7,0,130,0.0
30,20.31,91.5,17,9,11,131,0.6666666666666666
27,20.28,93.7,56,9,8,84,0.16666666666666666
28,20.01,88.6,101,7,8,157,0.16666666666666666
21,19.85,95.0,3,13,2,149,0.16666666666666666
28,19.33,96.8,92,7,6,19,0.0
26,19.12,98.8,57,9,7,32,0.16666666666666666
29,19.02,90.9,31,6,7,26,0.0
24,18.69,90.3,22,9,1,126,0.0
23,18.53,96.4,83,11,3,82,0.0
26,18.32,94.9,49,9,0,12,0.5
27,18.16,95.3,38,8,1,72,0.0
23,17.63,99.8,71,12,1,7,0.16666666666666666
23,17.43,90.3,24,11,7,20,0.16666666666666666
25,17.14,95.1,25,11,5,8,0.16666666666666666
24,16.99,99.8,40,11,5,38,0.0
27,16.95,95.3,131,9,3,152,0.16666666666666666
28,16.78,89.8,84,9,4,44,0.3333333333333333
25,16.65,97.9,82,10,0,108,0.0
31,16.33,91.0,93,5,21,71,0.16666666666666666
25,16.07,90.0,37,10,7,221,0.0
23,15.82,94.8,6,13,2,9,0.16666666666666666
22,15.57,90.4,66,12,0,147,0.0
27,15.41,95.1,21,9,8,165,0.16666666666666666
26,14.92,96.6,118,7,18,151,0.0
28,14.77,92.5,243,6,12,178,0.0
21,14.62,91.9,13,12,4,22,0.0
25,14.53,96.6,44,10,4,68,0.0
24,13.89,98.0,53,10,8,222,0.3333333333333333
20,13.8,97.3,30,12,1,105,0.0
20,13.57,92.7,27,14,0,99,0.0
21,13.54,99.7,45,11,7,37,0.0
21,13.11,94.2,43,12,4,186,0.16666666666666666
28,12.72,94.6,160,6,23,167,0.0
24,12.67,98.6,58,10,8,153,0.16666666666666666
26,11.52,95.2,157,7,19,55,0.0
26,11.42,99.3,207,8,20,203,0.0
26,11.36,100.7,266,8,14,109,0.0
24,7.68,97.1,148,11,10,115,0.0
20,7.45,106.9,159,14,26,86,0.0
20,7.07,101.1,145,10,15,204,0.16666666666666666
25,6.79,105.2,174,10,22,58,0.0
26,6.27,98.6,215,11,27,181,0.3333333333333333
22,3.96,102.2,111,13,25,223,0.0
23,2.82,103.8,297,9,13,224,0.0
25,2.14,102.8,186,7,28,159,0.0
24,1.36,101.3,318,11,17,205,0.0
23,0.5,98.8,347,10,29,199,0.0
20,-0.41,102.2,235,16,12,57,0.0
21,-0.92,101.1,180,15,16,45,0.0
20,-2.13,112.6,309,14,31,175,0.0
20,-5.3,98.5,329,17,30,225,0.0
15,-9.38,110.6,306,21,24,135,0.0
38,32.59,89.6,35,2,3,21,0.8333333333333334
31,30.07,88.1,3,8,2,106,0.6666666666666666
29,27.87,86.9,6,8,2,15,0.3333333333333333
32,26.91,87.1,4,7,1,25,1.0
34,26.04,91.7,29,3,0,128,0.5
32,25.44,90.7,27,6,5,8,0.5
30,25.28,99.8,60,5,1,82,0.0
26,24.09,89.6,15,10,2,16,0.3333333333333333
27,22.55,97.6,19,9,2,76,0.3333333333333333
26,22.47,98.0,65,11,3,24,0.5
27,22.36,93.8,73,6,11,131,0.0
26,21.9,92.3,78,9,21,71,0.0
30,21.29,94.7,10,8,1,14,0.5
26,21.2,90.7,76,8,8,157,0.16666666666666666
24,21.05,90.1,22,9,0,130,0.16666666666666666
25,20.9,94.7,14,11,3,176,0.16666666666666666
30,20.67,85.5,5,10,0,146,0.6666666666666666
27,20.22,91.3,39,8,0,12,0.3333333333333333
27,19.7,98.0,25,7,5,6,0.0
28,19.45,91.4,122,7,7,26,0.16666666666666666
26,18.39,94.7,81,7,6,11,0.16666666666666666
24,17.52,96.8,2,10,2,103,0.0
22,17.52,92.3,28,11,1,72,0.16666666666666666
25,17.14,90.4,33,10,5,124,0.16666666666666666
27,16.96,100.1,148,8,27,151,0.0
23,16.69,97.2,30,11,1,7,0.16666666666666666
21,16.69,89.5,18,12,3,13,0.0
29,16.47,102.7,79,6,11,10,0.16666666666666666
24,16.37,94.9,98,10,4,186,0.0
22,16.25,99.9,9,13,2,2,0.16666666666666666
26,16.03,93.5,61,11,0,147,0.3333333333333333
20,15.9,97.0,11,14,1,23,0.0
22,15.85,89.3,75,10,5,47,0.0
27,15.48,98.8,116,6,6,19,0.0
31,15.34,93.2,162,2,18,107,0.16666666666666666
25,15.27,96.4,118,9,25,61,0.0
26,14.97,94.2,100,9,7,221,0.0
20,14.53,96.8,21,14,0,0,0.0
24,14.49,98.9,40,8,8,153,0.0
26,14.34,94.4,245,5,15,204,0.0
22,14.22,96.7,42,12,0,108,0.0
24,14.22,97.9,53,13,5,38,0.3333333333333333
19,13.56,97.9,24,14,0,70,0.0
29,13.45,93.5,213,7,16,84,0.16666666666666666
22,13.13,90.8,26,14,0,226,0.3333333333333333
26,12.79,93.5,72,9,6,17,0.0
23,12.59,96.1,20,13,8,69,0.3333333333333333
25,12.26,103.2,177,8,26,86,0.0
29,11.88,94.7,135,8,19,133,0.16666666666666666
20,11.78,98.9,83,12,8,125,0.0
27,11.62,102.1,152,8,22,58,0.0
26,11.22,98.1,144,10,10,115,0.0
26,11.16,95.8,84,8,7,20,0.0
25,10.83,100.4,90,9,21,227,0.0
25,10.65,101.4,239,8,14,109,0.0
27,9.29,99.3,293,8,23,228,0.16666666666666666
24,8.89,95.9,57,12,4,22,0.16666666666666666
20,8.17,103.7,87,12,7,32,0.0
25,6.76,96.9,183,7,28,159,0.0
23,6.33,101.3,310,12,13,229,0.0
24,5.5,104.9,221,10,24,93,0.0
22,5.48,102.6,202,14,20,230,0.0
24,5.17,100.1,319,12,17,52,0.0
24,3.91,100.0,224,9,26,231,0.0
25,0.75,107.9,306,9,31,175,0.0
26,-1.82,102.7,292,10,30,122,0.16666666666666666
16,-2.67,100.5,198,19,12,57,0.0
21,-6.3,104.2,337,13,29,232,0.0
34,33.47,91.5,17,3,2,106,0.3333333333333333
32,28.42,91.3,36,5,5,6,0.3333333333333333
35,28.38,90.6,28,3,1,25,0.5
28,27.08,93.5,32,6,0,83,0.16666666666666666
28,25.93,89.6,34,8,1,23,0.16666666666666666
25,25.84,96.5,9,9,2,16,0.3333333333333333
29,25.82,92.0,23,9,3,21,0.6666666666666666
34,24.98,89.1,31,3,7,20,0.3333333333333333
26,24.79,91.1,18,8,2,2,0.16666666666666666
32,23.93,91.9,8,9,0,0,1.0
27,23.25,97.7,27,7,0,108,0.16666666666666666
32,23.22,94.3,49,5,7,17,0.3333333333333333
27,22.49,92.4,24,8,0,128,0.16666666666666666
25,22.26,89.2,26,10,0,146,0.0
29,22.18,89.6,11,8,5,8,0.5
24,21.69,96.0,46,11,32,150,0.16666666666666666
29,20.61,95.2,47,8,3,24,0.5
20,20.14,93.1,5,14,2,9,0.16666666666666666
21,20.11,94.8,1,12,0,70,0.16666666666666666
30,19.65,97.8,30,8,32,5,0.5
26,19.41,91.7,48,9,0,147,0.16666666666666666
30,19.32,91.8,142,4,10,40,0.0
30,18.48,94.1,279,5,27,151,0.0
27,18.3,95.8,93,7,16,233,0.16666666666666666
22,18.16,91.5,53,12,5,18,0.0
22,18.14,97.3,13,15,0,12,0.3333333333333333
21,17.83,97.0,25,12,0,99,0.0
24,17.75,92.9,66,9,7,221,0.0
21,17.69,95.1,4,14,2,103,0.16666666666666666
21,17.65,96.6,6,11,0,130,0.0
23,17.42,93.6,21,11,1,72,0.16666666666666666
23,17.33,99.2,60,11,3,176,0.0
26,16.84,93.7,82,8,8,153,0.16666666666666666
23,16.76,87.7,41,11,5,124,0.3333333333333333
28,16.46,95.9,61,10,20,165,0.8333333333333334
25,16.45,95.6,62,10,6,11,0.16666666666666666
24,16.02,96.8,85,8,8,69,0.0
29,16.01,96.5,104,8,8,116,0.3333333333333333
21,15.87,95.3,10,12,0,155,0.0
23,15.54,97.8,44,11,1,82,0.0
19,15.08,94.4,2,15,2,15,0.0
19,14.88,98.3,3,15,2,77,0.0
27,14.66,95.4,91,7,16,158,0.0
24,14.62,95.4,72,9,1,31,0.0
23,13.57,95.1,38,11,32,68,0.16666666666666666
28,13.49,98.5,74,12,16,84,0.6666666666666666
25,13.31,105.3,68,10,22,56,0.0
19,13.29,94.6,29,15,32,80,0.0
19,12.41,95.6,19,15,3,4,0.0
21,12.24,95.9,65,12,3,202,0.0
22,11.64,97.2,121,9,21,53,0.0
25,9.09,98.1,136,7,15,89,0.0
21,8.17,104.2,134,13,14,144,0.0
25,7.01,98.6,210,10,18,54,0.16666666666666666
25,6.98,97.6,100,10,21,71,0.0
25,6.57,99.2,187,9,23,167,0.0
20,5.45,97.4,75,14,11,234,0.0
27,5.43,104.2,306,6,31,175,0.0
23,4.09,99.6,201,13,19,55,0.0
21,4.05,102.2,203,11,28,235,0.0
18,3.15,100.5,126,14,25,91,0.0
20,2.73,92.5,166,14,26,62,0.0
20,1.91,100.0,254,14,24,93,0.0
21,-0.5,103.9,282,14,17,236,0.0
24,-4.21,98.7,331,9,30,200,0.0
19,-4.53,105.6,211,17,12,189,0.0
20,-5.32,107.1,286,14,13,237,0.0
17,-13.19,106.0,341,18,29,238,0.0
35,33.29,87.7,19,5,5,6,1.0
33,31.85,88.5,16,3,1,25,0.16666666666666666
30,27.62,90.9,10,5,0,128,0.3333333333333333
35,26.54,88.3,50,3,3,21,0.5
31,25.54,91.7,1,7,0,70,0.6666666666666666
29,25.52,90.6,2,8,1,72,0.5
29,24.99,92.5,60,8,2,106,0.3333333333333333
28,24.95,94.3,13,8,1,14,0.5
24,23.56,91.6,18,9,2,16,0.16666666666666666
30,23.27,94.0,96,6,7,17,0.16666666666666666
23,22.64,94.2,4,11,0,130,0.0
33,22.45,88.5,45,5,20,165,0.8333333333333334
24,22.37,95.9,46,9,5,74,0.16666666666666666
24,22.15,97.4,53,11,32,186,0.16666666666666666
29,22.05,87.7,21,6,2,2,0.3333333333333333
24,21.33,91.2,3,10,1,31,0.16666666666666666
25,21.24,96.0,7,8,0,99,0.16666666666666666
26,20.87,94.6,64,9,8,69,0.3333333333333333
24,20.75,93.1,35,10,1,23,0.0
28,20.13,92.7,26,9,2,15,0.6666666666666666
29,20.12,87.7,57,6,8,153,0.0
23,19.99,91.5,39,11,1,82,0.16666666666666666
27,19.9,96.1,91,8,10,40,0.0
22,19.65,95.5,17,12,0,12,0.0
21,19.28,91.6,61,11,5,18,0.0
30,18.87,90.8,73,5,11,192,0.3333333333333333
25,18.66,92.8,23,9,0,83,0.16666666666666666
28,18.59,97.9,81,6,6,19,0.3333333333333333
28,18.5,90.4,32,9,3,4,0.5
23,18.22,91.0,31,13,5,127,0.16666666666666666
26,18.19,93.6,44,10,32,150,0.3333333333333333
22,18.02,87.0,34,10,5,124,0.0
21,17.97,94.1,24,14,2,149,0.0
23,17.71,101.7,51,12,0,108,0.0
24,17.54,96.2,37,9,3,176,0.0
27,17.51,90.3,90,9,16,158,0.16666666666666666
20,16.91,97.6,20,13,0,146,0.0
22,16.72,95.4,36,11,1,126,0.0
25,16.58,94.9,84,9,7,20,0.0
25,16.56,94.0,104,9,7,221,0.0
26,16.53,91.2,129,7,21,239,0.0
30,16.18,97.4,92,5,7,26,0.16666666666666666
27,16.14,96.1,79,7,6,11,0.16666666666666666
29,15.92,101.5,218,5,15,240,0.3333333333333333
21,15.23,97.8,48,13,3,24,0.0
31,15.06,94.0,252,5,18,107,0.16666666666666666
26,15.01,93.8,80,9,8,116,0.0
20,14.12,93.0,28,11,5,177,0.16666666666666666
27,13.86,95.5,228,7,26,241,0.0
26,10.12,94.4,183,9,14,144,0.0
19,8.79,103.2,93,16,21,1,0.0
22,8.25,99.0,163,15,19,133,0.16666666666666666
22,8.08,98.4,153,10,28,159,0.0
25,7.42,102.7,216,8,13,242,0.0
22,6.03,105.5,72,12,10,115,0.0
26,3.19,104.3,205,9,22,56,0.0
25,3.08,101.0,287,10,17,52,0.0
20,2.47,98.4,187,15,27,180,0.0
20,2.11,97.9,170,10,25,91,0.0
27,1.58,104.0,300,10,30,243,0.0
24,-0.47,103.8,261,9,12,132,0.0
23,-0.97,100.8,305,12,31,209,0.0
22,-0.97,106.6,322,11,23,228,0.0
19,-5.63,96.3,290,14,24,136,0.0
18,-6.44,99.5,324,16,29,244,0.0
34,31.14,92.1,27,4,5,8,1.0
31,29.25,86.8,11,5,0,0,0.6666666666666666
31,28.96,92.3,28,5,0,83,0.5
33,28.67,84.2,73,4,21,71,0.3333333333333333
31,26.06,85.2,17,6,0,146,0.5
31,24.81,91.8,57,7,1,82,0.5
30,24.59,93.7,25,6,1,105,0.5
28,24.51,93.0,89,6,6,11,0.3333333333333333
31,24.37,89.9,5,7,2,15,0.8333333333333334
30,24.31,93.2,19,7,5,6,0.3333333333333333
23,24.21,90.9,12,12,0,70,0.0
26,23.93,95.6,39,9,32,68,0.16666666666666666
30,23.89,90.5,14,8,0,99,0.6666666666666666
27,23.83,90.7,32,8,1,25,0.3333333333333333
25,23.03,95.2,13,10,32,81,0.16666666666666666
28,22.21,94.8,21,10,0,128,0.3333333333333333
26,22.09,91.0,4,9,32,150,0.16666666666666666
27,21.84,88.7,46,10,2,2,0.3333333333333333
25,21.02,96.1,34,10,0,12,0.16666666666666666
27,20.24,90.8,68,8,8,69,0.3333333333333333
25,20.1,93.9,76,8,7,17,0.0
23,19.65,92.5,8,12,1,23,0.16666666666666666
23,19.62,96.7,77,9,5,18,0.0
24,18.88,92.7,41,7,5,177,0.0
24,18.72,88.1,55,10,2,9,0.0
23,18.33,98.1,15,12,1,126,0.16666666666666666
22,18.26,91.8,2,13,32,80,0.16666666666666666
24,17.8,92.9,33,10,7,187,0.0
20,17.62,95.7,44,13,2,16,0.16666666666666666
22,17.37,99.4,30,11,32,186,0.0
21,16.48,98.7,31,13,3,4,0.0
22,16.34,96.9,36,11,2,106,0.0
21,15.96,101.8,10,14,32,5,0.3333333333333333
26,15.78,94.5,159,6,20,165,0.0
25,15.76,90.1,6,10,5,124,0.0
22,15.43,92.6,43,11,2,149,0.0
30,15.12,101.6,151,5,10,40,0.0
24,15.01,98.1,48,10,1,31,0.16666666666666666
27,14.86,96.6,101,8,3,101,0.16666666666666666
21,14.75,97.5,20,14,2,103,0.16666666666666666
22,14.38,95.5,49,12,8,153,0.0
24,13.62,96.4,166,10,16,84,0.0
21,13.55,96.4,24,14,5,74,0.16666666666666666
26,12.29,102.0,154,7,22,162,0.0
26,11.96,93.3,100,11,20,140,0.16666666666666666
27,11.93,98.4,188,8,26,241,0.16666666666666666
23,11.55,96.2,82,13,3,30,0.0
22,11.2,102.0,51,12,5,245,0.0
27,10.23,93.0,93,8,8,29,0.16666666666666666
23,9.7,100.9,97,11,11,192,0.0
25,8.1,103.0,197,9,12,57,0.16666666666666666
23,6.9,96.0,246,13,19,55,0.0
24,6.52,90.4,212,8,13,169,0.0
23,5.67,100.7,267,11,27,180,0.0
21,5.23,103.3,291,10,15,240,0.0
17,5.18,97.0,123,14,25,246,0.0
24,4.7,100.6,317,8,23,216,0.0
23,4.04,105.1,221,10,28,247,0.0
24,1.49,100.6,284,11,31,209,0.0
23,0.99,99.1,309,12,30,243,0.0
20,0.76,101.3,138,16,18,54,0.0
21,-0.86,102.1,243,12,24,174,0.0
23,-0.98,103.3,281,9,17,248,0.0
22,-2.97,103.6,339,10,29,238,0.0
18,-4.04,108.4,200,17,14,113,0.0
37,35.21,85.7,8,3,1,25,1.0
38,31.51,86.5,62,2,21,71,0.8333333333333334
36,30.22,91.9,36,3,5,8,0.6666666666666666
35,29.94,88.1,6,4,32,68,0.6666666666666666
31,26.68,86.8,61,5,2,16,0.3333333333333333
28,26.4,89.9,9,6,5,6,0.16666666666666666
28,25.56,89.7,31,6,0,130,0.16666666666666666
27,25.41,87.7,28,9,0,146,0.5
31,25.09,95.5,29,7,1,23,0.5
26,24.32,90.8,12,9,32,35,0.3333333333333333
29,23.61,93.4,105,7,14,109,0.5
28,22.75,90.9,11,8,32,211,0.3333333333333333
31,22.17,94.0,4,5,3,4,0.3333333333333333
25,22.16,93.1,41,10,0,12,0.16666666666666666
30,22.05,95.2,34,7,8,69,0.5
24,22.03,91.9,5,10,5,18,0.0
28,21.46,98.5,101,5,11,42,0.0
26,21.29,93.3,24,11,0,70,0.3333333333333333
27,21.15,94.7,32,9,2,15,0.3333333333333333
30,19.97,96.2,133,4,20,165,0.16666666666666666
25,19.93,92.3,51,11,1,31,0.16666666666666666
27,19.91,96.6,44,10,0,83,0.16666666666666666
19,19.14,97.3,1,15,32,5,0.0
25,19.07,95.6,48,8,0,108,0.16666666666666666
25,19.05,95.5,147,8,6,11,0.0
21,18.9,95.3,38,12,1,72,0.16666666666666666
24,18.9,96.3,45,9,0,0,0.0
21,18.67,91.9,2,12,32,80,0.0
25,18.43,96.1,75,8,2,76,0.0
25,18.3,92.2,86,9,2,2,0.16666666666666666
23,16.77,91.5,35,11,3,30,0.16666666666666666
27,15.76,91.7,139,8,7,17,0.0
18,15.66,103.1,14,14,32,44,0.0
23,15.38,97.1,70,11,5,75,0.16666666666666666
23,15.19,96.2,25,12,3,73,0.16666666666666666
21,14.82,100.9,64,11,1,14,0.0
25,14.66,94.6,174,7,6,19,0.0
29,14.6,97.3,176,7,12,57,0.3333333333333333
23,14.47,95.1,30,12,1,105,0.16666666666666666
21,14.32,100.8,63,13,8,188,0.0
22,14.21,95.0,15,13,0,99,0.3333333333333333
27,13.71,96.5,131,8,7,221,0.16666666666666666
28,13.04,94.8,166,7,19,87,0.0
26,12.65,99.6,49,8,3,176,0.0
21,12.37,100.4,53,13,8,153,0.0
26,11.8,100.8,182,7,12,249,0.0
24,10.27,94.5,103,9,22,85,0.0
18,10.01,97.8,50,13,3,21,0.0
23,9.68,101.0,203,11,16,233,0.0
24,8.47,103.9,243,9,25,120,0.0
17,8.08,96.2,22,17,3,202,0.0
23,7.99,100.7,144,11,26,241,0.16666666666666666
22,6.38,93.1,106,12,24,136,0.0
23,5.4,103.2,202,10,28,247,0.0
22,4.64,97.0,125,14,6,250,0.16666666666666666
22,4.41,105.7,314,6,15,240,0.0
25,3.89,104.8,177,9,10,37,0.0
24,3.86,109.3,274,9,17,172,0.0
25,3.53,106.2,265,9,27,151,0.0
21,1.67,106.3,295,12,23,216,0.0
24,-0.3,104.9,204,11,18,198,0.0
19,-1.32,100.6,241,15,31,143,0.0
21,-2.31,103.6,304,12,13,251,0.0
16,-14.41,106.8,321,21,30,252,0.0
17,-15.21,107.1,331,16,29,232,0.0
31,31.37,89.6,1,7,5,8,0.5
35,30.81,92.0,33,5,3,24,1.0
35,29.33,91.7,37,4,2,106,0.8333333333333334
30,28.48,93.5,18,7,0,130,0.6666666666666666
33,27.81,87.5,58,5,1,25,0.5
30,27.15,88.3,3,6,32,68,0.6666666666666666
27,26.97,92.3,87,7,1,31,0.3333333333333333
30,25.45,90.1,55,6,2,16,0.16666666666666666
33,24.81,90.6,130,4,21,71,0.5
22,23.3,89.9,4,11,5,6,0.0
29,22.9,95.2,19,8,0,83,0.3333333333333333
25,22.42,90.0,38,9,5,74,0.16666666666666666
22,21.73,95.3,2,12,3,21,0.16666666666666666
21,21.58,93.8,43,11,2,76,0.16666666666666666
29,21.45,96.5,94,7,20,165,0.3333333333333333
29,21.03,88.8,11,7,11,253,0.3333333333333333
23,20.97,91.8,27,12,2,15,0.16666666666666666
29,20.76,97.6,59,8,32,44,0.5
24,20.35,93.1,61,10,0,146,0.16666666666666666
22,20.11,93.3,7,11,0,99,0.0
24,20.02,98.1,107,8,0,108,0.0
20,19.61,97.3,21,12,5,127,0.0
20,19.43,100.1,8,11,32,5,0.0
25,19.24,100.3,53,10,1,23,0.16666666666666666
26,18.87,92.8,64,8,32,35,0.16666666666666666
22,18.53,95.3,49,11,11,10,0.0
22,18.31,92.4,15,12,2,2,0.16666666666666666
24,18.29,97.6,9,11,3,4,0.3333333333333333
25,18.13,99.2,96,9,8,69,0.16666666666666666
23,17.5,89.8,44,12,2,9,0.0
22,17.38,95.0,13,12,5,100,0.16666666666666666
24,17.18,94.6,46,10,0,12,0.0
25,16.86,94.2,51,12,32,80,0.3333333333333333
30,16.83,95.8,32,7,7,221,0.3333333333333333
21,16.62,93.9,10,14,3,73,0.0
22,16.23,99.4,22,12,3,176,0.3333333333333333
21,16.18,101.1,5,12,5,245,0.16666666666666666
25,16.11,100.6,86,9,7,17,0.0
29,16.09,101.2,161,5,10,33,0.16666666666666666
21,15.43,98.7,28,11,5,47,0.16666666666666666
23,15.31,100.0,89,11,6,11,0.0
29,14.81,98.0,197,5,24,136,0.16666666666666666
28,14.55,102.0,162,7,16,84,0.16666666666666666
29,13.32,98.5,193,5,14,109,0.0
24,12.7,95.9,119,9,16,158,0.0
18,12.37,97.3,29,13,32,211,0.0
21,10.98,101.3,48,13,1,28,0.0
18,8.38,97.4,103,15,19,254,0.0
23,8.36,98.7,139,11,33,85,0.0
26,7.76,106.4,278,7,13,95,0.0
22,7.69,102.1,213,9,15,171,0.0
25,7.4,95.6,254,9,23,201,0.0
23,7.28,97.7,146,9,8,212,0.0
25,7.27,101.1,159,9,10,115,0.0
23,6.66,97.8,118,10,20,121,0.0
24,5.44,106.8,236,8,25,61,0.0
23,4.38,102.2,304,10,27,151,0.0
23,2.25,105.2,217,10,17,205,0.0
23,-0.98,104.0,224,11,12,132,0.0
22,-2.24,106.3,294,12,31,255,0.0
21,-2.58,105.3,245,12,18,217,0.0
20,-2.71,104.8,143,12,28,197,0.0
23,-2.76,110.0,260,12,26,256,0.0
21,-9.48,109.7,331,14,29,257,0.0
21,-9.57,110.2,322,14,30,258,0.0
33,28.28,89.7,24,6,3,24,1.0
32,27.54,91.8,16,4,5,6,0.3333333333333333
30,25.79,91.7,55,7,1,23,0.5
30,25.44,92.3,29,4,0,0,0.5
28,24.59,91.7,5,5,0,99,0.5
33,23.54,89.6,128,4,21,71,0.5
32,23.4,89.3,31,7,32,68,0.8333333333333334
